vehicle_category,garage,reachable_population,year,week_of_year,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
MEDIUM HIGH,MU,1.190707476844715,2021,3,2.609375,1.1170212765957446,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,MU,1.190707476844715,2021,4,2.609375,1.1170212765957446,1.1666666666666667,0.5555555555555556,True
MEDIUM HIGH,MU,1.190707476844715,2021,5,2.609375,1.1170212765957446,0.9444444444444446,0.5555555555555556,True
MEDIUM HIGH,MU,1.190707476844715,2021,7,2.609375,1.1170212765957446,1.2555555555555555,1.1111111111111112,True
MEDIUM HIGH,MU,1.190707476844715,2021,11,2.609375,1.1170212765957446,2.2222222222222223,1.1111111111111112,True
MEDIUM HIGH,MU,1.190707476844715,2021,12,2.609375,1.1170212765957446,1.6111111111111114,1.1111111111111112,False
MEDIUM HIGH,MV,1.093491179240701,2020,4,2.609375,1.0695390070921984,1.0000000000000004,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,7,2.609375,1.069541734860884,2.5000000000000004,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,8,2.609375,1.0695390070921986,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,9,2.609375,1.0695396149949343,2.8333333333333335,2.777777777777778,True
MEDIUM HIGH,MV,1.093491179240701,2020,10,2.609375,1.0695567375886526,0.33333333333333337,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,11,2.609375,1.0695478723404255,0.6666666666666669,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,12,2.609375,1.069541734860884,0.7222222222222223,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,13,2.609375,1.0695478723404255,0.6666666666666667,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,15,2.609375,1.0695425531914893,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,19,2.609375,1.069541304160565,1.7777777777777781,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,24,2.609375,1.06954609929078,0.8333333333333336,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,25,2.609375,1.0695478723404255,0.4444444444444445,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,26,2.609375,1.0695406189555123,1.2222222222222225,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,28,2.609375,1.1170212765957444,1.2777777777777781,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,29,2.609375,1.1170212765957446,0.8888888888888891,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,32,2.609375,1.1170212765957446,1.1111111111111112,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,33,2.609375,1.1170212765957446,2.0000000000000004,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,34,2.609375,1.1170212765957446,1.3333333333333337,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,35,2.609375,1.1170212765957446,1.1111111111111112,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,36,2.609375,1.1170212765957446,1.611111111111111,1.1111111111111112,True
MEDIUM HIGH,MV,1.093491179240701,2020,37,2.609375,1.1170212765957446,0.7777777777777778,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,40,2.609375,1.1170212765957446,0.9444444444444446,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,42,2.609375,1.1170212765957446,0.7777777777777778,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,44,2.609375,1.1170212765957446,2.055555555555556,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,46,2.609375,1.117021276595745,1.1666666666666667,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,48,2.609375,1.1170212765957446,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,51,2.609375,1.1170212765957446,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2020,52,2.609375,1.1170212765957444,1.6666666666666672,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,1,2.609375,1.1170212765957446,1.0555555555555556,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,4,2.609375,1.1170212765957446,0.7222222222222223,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,5,2.609375,1.1702127659574468,2.6944444444444446,1.6666666666666667,True
MEDIUM HIGH,MV,1.093491179240701,2021,7,2.609375,1.1702127659574468,0.4444444444444445,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,9,2.609375,1.1702127659574466,0.6666666666666669,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,10,2.609375,1.1702127659574468,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,MV,1.093491179240701,2021,11,2.609375,1.1702127659574468,1.1111111111111112,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,1,2.515625,0.9574468085106381,1.0555555555555558,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2020,3,2.515625,0.9574468085106383,1.5000000000000002,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,4,2.515625,0.9574468085106383,0.2777777777777778,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2020,7,2.515625,0.9574468085106383,1.1111111111111112,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,24,2.515625,0.9574468085106383,2.166666666666667,2.2222222222222223,True
MEDIUM HIGH,MW,3.868877523007463,2020,25,2.515625,0.9574468085106383,2.555555555555556,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,26,2.515625,0.9574468085106383,0.9444444444444446,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,29,2.515625,0.9574468085106383,4.388888888888889,2.2222222222222223,True
MEDIUM HIGH,MW,3.868877523007463,2020,32,2.515625,0.9574468085106383,1.6111111111111112,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,33,2.515625,0.9574468085106383,1.4444444444444446,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,34,2.515625,0.9574468085106385,0.3888888888888889,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2020,35,2.515625,0.9574468085106383,4.333333333333334,2.2222222222222223,True
MEDIUM HIGH,MW,3.868877523007463,2020,36,2.515625,0.9574468085106383,1.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2020,38,2.515625,0.9574468085106383,1.8333333333333335,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,40,2.515625,0.9574468085106383,0.9444444444444445,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,41,2.515625,0.9574468085106383,1.3333333333333335,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,43,2.515625,0.9574468085106385,0.7777777777777778,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2020,50,2.515625,0.9574468085106383,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2021,5,2.515625,0.9574468085106383,1.0000000000000002,1.1111111111111112,True
MEDIUM HIGH,MW,3.868877523007463,2021,7,2.515625,0.9574468085106385,0.3888888888888889,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2021,8,2.515625,0.9574468085106385,0.4444444444444445,0.5555555555555556,True
MEDIUM HIGH,MW,3.868877523007463,2021,9,2.515625,0.9574468085106383,2.0000000000000004,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2019,52,2.15625,0.9787234042553191,1.2222222222222225,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,1,2.15625,0.9787234042553191,0.588888888888889,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,3,2.15625,0.9787234042553191,1.2000000000000002,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,5,2.15625,0.9787234042553191,2.388888888888889,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,8,2.15625,0.9787234042553191,0.4444444444444445,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,9,2.15625,0.9787234042553191,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,11,2.15625,0.9787234042553191,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,13,2.15625,0.9787234042553191,1.388888888888889,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,15,2.15625,0.9787234042553191,2.3333333333333335,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,18,2.15625,0.9787234042553191,0.9444444444444445,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,22,2.15625,0.9787234042553191,0.6666666666666669,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,26,2.15625,0.9787234042553191,1.6111111111111112,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,27,2.15625,0.9787234042553191,2.3333333333333335,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,30,2.15625,0.9787234042553191,1.9444444444444446,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,31,2.15625,0.9787234042553191,0.9222222222222223,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,32,2.15625,0.9787234042553191,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,33,2.15625,0.9787234042553191,4.055555555555556,2.777777777777778,True
MEDIUM HIGH,MX,1.2857909118937707,2020,35,2.15625,0.9787234042553191,0.6666666666666667,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,36,2.15625,0.9787234042553191,4.166666666666667,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,37,2.15625,0.9787234042553191,0.9444444444444445,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,39,2.15625,0.9787234042553191,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,40,2.15625,0.9787234042553191,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,41,2.15625,0.9787234042553191,1.9444444444444449,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,43,2.15625,0.9787234042553191,3.1666666666666665,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,44,2.15625,0.9787234042553191,2.055555555555556,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,46,2.15625,0.9787234042553191,1.2222222222222225,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,48,2.15625,0.9787234042553191,0.9444444444444446,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2020,49,2.15625,0.9787234042553191,1.388888888888889,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2020,50,2.15625,0.9787234042553191,2.3666666666666667,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2020,51,2.15625,0.9787234042553191,1.5000000000000002,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2021,1,2.15625,0.9787234042553191,1.6444444444444446,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2021,2,2.15625,0.9787234042553191,2.0000000000000004,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2021,3,2.15625,0.9787234042553191,0.3888888888888889,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2021,5,2.15625,0.9787234042553191,0.8333333333333336,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2021,6,2.15625,0.9787234042553191,0.33333333333333337,0.5555555555555556,True
MEDIUM HIGH,MX,1.2857909118937707,2021,9,2.15625,0.9787234042553191,1.388888888888889,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2021,10,2.15625,0.9787234042553191,3.2222222222222228,1.6666666666666667,True
MEDIUM HIGH,MX,1.2857909118937707,2021,11,2.15625,0.9787234042553191,1.0000000000000002,1.1111111111111112,True
MEDIUM HIGH,MX,1.2857909118937707,2021,12,2.15625,0.9787234042553191,0.8333333333333334,0.5555555555555556,False
MEDIUM HIGH,AT,0.21990024116129087,2019,51,0.203125,1.0638297872340425,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,3,0.203125,1.1170212765957446,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,4,0.203125,1.1170212765957446,1.388888888888889,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,8,0.203125,0.9574468085106385,0.3888888888888889,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,14,0.203125,0.9574468085106381,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,15,0.203125,0.9574468085106383,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,17,0.203125,0.9574468085106385,1.2222222222222225,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,18,0.203125,0.9574468085106381,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,19,0.203125,0.9574468085106385,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,20,0.203125,0.9574468085106383,1.3333333333333335,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,22,0.203125,0.9574468085106383,4.388888888888889,2.2222222222222223,True
MEDIUM HIGH,AT,0.21990024116129087,2020,25,0.203125,0.9574468085106383,4.222222222222222,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,26,0.203125,0.9574468085106383,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,27,0.203125,0.9574468085106383,1.1111111111111112,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,28,0.203125,0.9574468085106385,0.8888888888888891,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,29,0.203125,0.9574468085106383,1.4444444444444446,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,31,0.203125,0.9574468085106383,1.4444444444444446,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,33,0.203125,0.9574468085106381,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,34,0.203125,0.9574468085106381,1.2222222222222225,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,37,0.203125,1.0638297872340425,1.0555555555555556,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,38,0.203125,1.0638297872340425,1.277777777777778,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,39,0.203125,1.0638297872340425,1.8888888888888893,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,40,0.203125,1.0638297872340425,3.055555555555556,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,43,0.203125,1.0638297872340425,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,44,0.203125,1.0638297872340425,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,45,0.203125,1.0638297872340425,1.1666666666666667,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,46,0.203125,0.9042553191489362,0.11111111111111113,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2020,47,0.203125,0.9042553191489362,1.5555555555555556,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2020,48,0.203125,0.925531914893617,2.6111111111111116,1.6666666666666667,True
MEDIUM HIGH,AT,0.21990024116129087,2020,50,0.203125,0.925531914893617,0.7222222222222222,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2021,1,0.203125,0.851063829787234,1.8333333333333337,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2021,3,0.203125,0.8510638297872339,0.9444444444444446,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2021,4,0.203125,0.851063829787234,2.111111111111111,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2021,5,0.203125,0.851063829787234,1.888888888888889,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2021,6,0.203125,0.851063829787234,2.0000000000000004,1.1111111111111112,True
MEDIUM HIGH,AT,0.21990024116129087,2021,7,0.203125,1.0638297872340425,0.9444444444444446,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2021,8,0.203125,1.0638297872340425,0.8888888888888891,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2021,11,0.203125,1.0638297872340425,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,AT,0.21990024116129087,2021,12,0.203125,1.0638297872340425,2.8888888888888897,1.6666666666666667,False
MEDIUM HIGH,MY,3.9154119381174213,2020,4,2.515625,1.1170212765957446,1.2777777777777781,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,5,2.515625,1.1170212765957446,0.4444444444444445,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,8,2.515625,1.1170212765957446,2.055555555555556,1.6666666666666667,True
MEDIUM HIGH,MY,3.9154119381174213,2020,9,2.515625,1.1702127659574468,1.3333333333333337,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,10,2.515625,1.2234042553191489,1.1666666666666667,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,11,2.515625,1.2234042553191489,0.44444444444444453,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,13,2.515625,1.2234042553191489,1.8333333333333335,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,15,2.515625,1.2234042553191489,1.2222222222222225,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,18,2.515625,1.2234042553191489,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,19,2.515625,1.2234042553191489,1.5555555555555556,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,22,2.515625,1.2234042553191489,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,27,2.515625,1.2234042553191489,1.6111111111111112,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,28,2.515625,1.2234042553191489,1.7777777777777781,1.6666666666666667,True
MEDIUM HIGH,MY,3.9154119381174213,2020,30,2.515625,1.2234042553191489,2.666666666666667,1.6666666666666667,True
MEDIUM HIGH,MY,3.9154119381174213,2020,32,2.515625,1.2234042553191489,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,33,2.515625,1.2234042553191489,1.5555555555555556,1.6666666666666667,True
MEDIUM HIGH,MY,3.9154119381174213,2020,35,2.515625,1.2234042553191489,1.6444444444444446,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,38,2.515625,1.2234042553191489,1.2222222222222225,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,39,2.515625,1.2234042553191489,1.6666666666666667,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2020,43,2.515625,1.2234042553191489,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,44,2.515625,1.223404255319149,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,45,2.515625,1.2234042553191489,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,48,2.515625,1.2234042553191489,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,50,2.515625,1.2234042553191489,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2020,51,2.515625,1.2234042553191489,0.5,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,1,2.515625,1.2234042553191486,0.6666666666666669,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,5,2.515625,1.2234042553191489,0.5000000000000001,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,6,2.515625,1.2234042553191489,1.8333333333333337,1.1111111111111112,True
MEDIUM HIGH,MY,3.9154119381174213,2021,8,2.515625,1.2234042553191489,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,10,2.515625,1.2234042553191489,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,11,2.515625,1.2234042553191489,0.9444444444444445,0.5555555555555556,True
MEDIUM HIGH,MY,3.9154119381174213,2021,12,2.515625,1.2234042553191489,1.0000000000000002,0.5555555555555556,False
MEDIUM HIGH,MZ,3.354380392869059,2020,1,2.453125,1.2234042553191489,0.2777777777777778,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,3,2.453125,1.2234042553191489,2.6111111111111116,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,4,2.453125,1.2234042553191489,1.5000000000000002,2.2222222222222223,True
MEDIUM HIGH,MZ,3.354380392869059,2020,5,2.453125,1.2234042553191489,1.0555555555555556,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,6,2.453125,1.2765957446808511,0.7222222222222222,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,7,2.453125,1.3297872340425532,0.2777777777777778,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,8,2.453125,1.3297872340425532,2.7222222222222228,2.2222222222222223,True
MEDIUM HIGH,MZ,3.354380392869059,2020,9,2.453125,1.3297872340425532,1.6111111111111112,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,10,2.453125,1.329787234042553,0.7777777777777778,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,11,2.453125,1.3297872340425534,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,12,2.453125,1.0638297872340425,2.055555555555556,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,13,2.453125,1.3297872340425532,1.9444444444444446,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,14,2.453125,1.3297872340425534,0.5,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,15,2.453125,1.329787234042553,0.8888888888888892,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,18,2.453125,1.3297872340425532,3.277777777777778,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,19,2.453125,1.3297872340425532,0.9444444444444446,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,20,2.453125,1.3297872340425532,1.2222222222222225,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,21,2.453125,1.3297872340425532,2.5000000000000004,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,22,2.453125,1.3297872340425532,4.055555555555556,3.3333333333333335,True
MEDIUM HIGH,MZ,3.354380392869059,2020,23,2.453125,1.3297872340425532,1.5000000000000002,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,24,2.453125,1.3297872340425532,4.333333333333334,2.777777777777778,True
MEDIUM HIGH,MZ,3.354380392869059,2020,25,2.453125,1.3297872340425532,0.6666666666666667,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,26,2.453125,1.3297872340425532,1.7777777777777781,2.2222222222222223,True
MEDIUM HIGH,MZ,3.354380392869059,2020,32,2.453125,1.3297872340425532,2.388888888888889,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,33,2.453125,1.3297872340425532,2.0000000000000004,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,34,2.453125,1.3297872340425532,1.0000000000000002,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,35,2.453125,1.329787234042553,1.0000000000000004,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,36,2.453125,1.3297872340425532,2.444444444444445,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,37,2.453125,1.3297872340425534,3.9444444444444446,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2020,38,2.453125,1.3297872340425532,0.2777777777777778,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,39,2.453125,1.3297872340425534,0.5,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,40,2.453125,1.3297872340425532,1.4444444444444449,1.1111111111111112,True
MEDIUM HIGH,MZ,3.354380392869059,2020,44,2.453125,1.3297872340425532,1.2222222222222225,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,49,2.453125,1.329787234042553,0.6666666666666669,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2020,50,2.453125,1.3297872340425532,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2021,2,2.453125,1.3297872340425532,3.166666666666667,2.2222222222222223,True
MEDIUM HIGH,MZ,3.354380392869059,2021,4,2.453125,1.3297872340425534,0.6111111111111113,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2021,5,2.453125,1.3297872340425532,0.8888888888888891,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2021,8,2.453125,1.3297872340425532,3.833333333333334,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2021,9,2.453125,1.3297872340425532,3.166666666666667,1.6666666666666667,True
MEDIUM HIGH,MZ,3.354380392869059,2021,10,2.453125,1.3297872340425532,3.0000000000000004,2.777777777777778,True
MEDIUM HIGH,MZ,3.354380392869059,2021,11,2.453125,1.3297872340425532,0.5555555555555556,0.5555555555555556,True
MEDIUM HIGH,MZ,3.354380392869059,2021,12,2.453125,1.3297872340425532,1.1666666666666667,1.1111111111111112,False
MEDIUM HIGH,NA,4.143020048908016,2019,52,2.5625,1.1702127659574468,0.8333333333333334,0.5555555555555556,True
MEDIUM HIGH,NA,4.143020048908016,2020,2,2.5625,1.1702127659574468,0.7777777777777778,0.5555555555555556,True
MEDIUM HIGH,NA,4.143020048908016,2020,3,2.5625,1.1702127659574468,1.9444444444444446,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,4,2.5625,1.1702127659574468,2.0000000000000004,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,5,2.5625,1.1702127659574468,1.5000000000000002,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,6,2.5625,1.1702127659574468,1.3333333333333337,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,7,2.5625,1.1702127659574468,0.23333333333333334,0.5555555555555556,True
MEDIUM HIGH,NA,4.143020048908016,2020,8,2.5625,1.1702127659574468,1.6666666666666667,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,9,2.5625,1.1702127659574468,2.111111111111111,2.2222222222222223,True
MEDIUM HIGH,NA,4.143020048908016,2020,10,2.5625,1.1702127659574468,0.5000000000000001,1.1111111111111112,True
MEDIUM HIGH,NA,4.143020048908016,2020,11,2.5625,1.1702127659574468,1.5000000000000002,1.1111111111111112,True
